NUMBER	CURRENT	MARKER_NUMBER	MISSING_DATA	METHOD	MEAN	SE	MIN	MAX	MEDIAN	QUANTILE25	QUANTILE75	SE_MIN	SE_MAX
100	SOU	100	no.imputation	THL	64	3.34	48	74	67	59.5	70.5	60.66	67.34
100	SOU	200	no.imputation	THL	67.11	2.24	54	76	68	64	72	64.87	69.35
100	SOU	500	no.imputation	THL	72.8	3.5	64	82	70	68	80	69.3	76.3
100	SOU	1000	no.imputation	THL	79.33	1.83	72	88	80	74	82	77.5	81.16
100	SOU	2000	no.imputation	THL	83.8	1.35	76	90	85	80.5	86	82.45	85.15
100	SOU	3000	no.imputation	THL	88	1.71	80	98	89	83.5	90	86.29	89.71
100	SOU	4000	no.imputation	THL	89.33	1.7	82	96	90	88	92	87.63	91.03
100	SOU	5000	no.imputation	THL	88.4	1.65	80	96	88	84.5	91.5	86.75	90.05
100	SOU	6000	no.imputation	THL	88.8	1.64	82	98	89	85	91.5	87.16	90.44
100	SOU	7000	no.imputation	THL	89.2	1.64	82	94	91	84.5	94	87.56	90.84
100	SOU	8000	no.imputation	THL	90.22	1.08	84	94	90	88	92	89.14	91.3
100	SOU	9000	no.imputation	THL	89.4	1.71	80	94	91	85.5	94	87.69	91.11
100	SOU	10156	no.imputation	THL	89	1.44	82	94	90	86.5	92	87.56	90.44
100	OVERALL	100	no.imputation	THL	62.62	1.38	61.25	64	62.62	61.94	63.31	61.24	64
100	OVERALL	200	no.imputation	THL	66.11	1	65.11	67.11	66.11	65.61	66.61	65.11	67.11
100	OVERALL	500	no.imputation	THL	72.2	0.6	71.6	72.8	72.2	71.9	72.5	71.6	72.8
100	OVERALL	1000	no.imputation	THL	77.22	2.11	75.11	79.33	77.22	76.16	78.28	75.11	79.33
100	OVERALL	2000	no.imputation	THL	81.1	2.7	78.4	83.8	81.1	79.75	82.45	78.4	83.8
100	OVERALL	3000	no.imputation	THL	83.6	4.4	79.2	88	83.6	81.4	85.8	79.2	88
100	OVERALL	4000	no.imputation	THL	84.11	5.22	78.89	89.33	84.11	81.5	86.72	78.89	89.33
100	OVERALL	5000	no.imputation	THL	85.6	2.8	82.8	88.4	85.6	84.2	87	82.8	88.4
100	OVERALL	6000	no.imputation	THL	85.7	3.1	82.6	88.8	85.7	84.15	87.25	82.6	88.8
100	OVERALL	7000	no.imputation	THL	86.1	3.1	83	89.2	86.1	84.55	87.65	83	89.2
100	OVERALL	8000	no.imputation	THL	87	3.22	83.78	90.22	87	85.39	88.61	83.78	90.22
100	OVERALL	9000	no.imputation	THL	86.8	2.6	84.2	89.4	86.8	85.5	88.1	84.2	89.4
100	OVERALL	10156	no.imputation	THL	86.7	2.3	84.4	89	86.7	85.55	87.85	84.4	89
100	NOR	100	no.imputation	THL	60.8	2.39	52	76	59	54.5	66	58.41	63.19
100	NOR	200	no.imputation	THL	63.8	1.92	56	72	63	59	68	61.88	65.72
100	NOR	500	no.imputation	THL	69.2	1.16	64	76	69	66.5	70	68.04	70.36
100	NOR	1000	no.imputation	THL	74.8	3.01	66	84	74	72	78	71.79	77.81
100	NOR	2000	no.imputation	THL	80	1.38	72	82	82	80	82	78.62	81.38
100	NOR	3000	no.imputation	THL	81.8	1.25	76	88	82	80	84	80.55	83.05
100	NOR	4000	no.imputation	THL	83.4	1.58	76	92	84	80	86	81.82	84.98
100	NOR	5000	no.imputation	THL	82	1.43	74	88	82	78.5	86	80.57	83.43
100	NOR	6000	no.imputation	THL	83.33	1.45	76	90	84	80	86	81.88	84.78
100	NOR	7000	no.imputation	THL	83.8	1.31	78	90	84	82	85.5	82.49	85.11
100	NOR	8000	no.imputation	THL	83	1.24	78	90	84	80	85.5	81.76	84.24
100	NOR	9000	no.imputation	THL	84.6	1.52	78	92	84	80.5	89	83.08	86.12
100	NOR	10156	no.imputation	THL	87.6	1.07	84	94	87	84.5	90	86.53	88.67
100	SOU	100	no.imputation	THL	65.8	2.05	58	80	66	60.5	69	63.75	67.85
100	SOU	200	no.imputation	THL	70	1.12	64	76	71	68	72	68.88	71.12
100	SOU	500	no.imputation	THL	77.6	2.06	66	90	77	74	80	75.54	79.66
100	SOU	1000	no.imputation	THL	82	2.61	74	88	84	78	86	79.39	84.61
100	SOU	2000	no.imputation	THL	87.14	0.74	84	90	88	86	88	86.4	87.88
100	SOU	3000	no.imputation	THL	87.8	0.87	84	94	88	86	88	86.93	88.67
100	SOU	4000	no.imputation	THL	90	1.15	84	96	89	88	93	88.85	91.15
100	SOU	5000	no.imputation	THL	90.2	0.92	88	96	89	88	91.5	89.28	91.12
100	SOU	6000	no.imputation	THL	90	1.05	86	96	90	88	90	88.95	91.05
100	SOU	7000	no.imputation	THL	90.6	0.95	86	96	90	88.5	92	89.65	91.55
100	SOU	8000	no.imputation	THL	90.6	0.73	86	94	91	90	92	89.87	91.33
100	SOU	9000	no.imputation	THL	89.6	0.93	86	96	90	88	90	88.67	90.53
100	SOU	10156	no.imputation	THL	88.6	0.6	88	94	88	88	88	88	89.2
100	OVERALL	100	no.imputation	THL	63.3	2.5	60.8	65.8	63.3	62.05	64.55	60.8	65.8
100	OVERALL	200	no.imputation	THL	66.9	3.1	63.8	70	66.9	65.35	68.45	63.8	70
100	OVERALL	500	no.imputation	THL	73.4	4.2	69.2	77.6	73.4	71.3	75.5	69.2	77.6
100	OVERALL	1000	no.imputation	THL	78.4	3.6	74.8	82	78.4	76.6	80.2	74.8	82
100	OVERALL	2000	no.imputation	THL	83.57	3.57	80	87.14	83.57	81.78	85.36	80	87.14
100	OVERALL	3000	no.imputation	THL	84.8	3	81.8	87.8	84.8	83.3	86.3	81.8	87.8
100	OVERALL	4000	no.imputation	THL	86.7	3.3	83.4	90	86.7	85.05	88.35	83.4	90
100	OVERALL	5000	no.imputation	THL	86.1	4.1	82	90.2	86.1	84.05	88.15	82	90.2
100	OVERALL	6000	no.imputation	THL	86.66	3.34	83.33	90	86.66	85	88.33	83.32	90
100	OVERALL	7000	no.imputation	THL	87.2	3.4	83.8	90.6	87.2	85.5	88.9	83.8	90.6
100	OVERALL	8000	no.imputation	THL	86.8	3.8	83	90.6	86.8	84.9	88.7	83	90.6
100	OVERALL	9000	no.imputation	THL	87.1	2.5	84.6	89.6	87.1	85.85	88.35	84.6	89.6
100	OVERALL	10156	no.imputation	THL	88.1	0.5	87.6	88.6	88.1	87.85	88.35	87.6	88.6
ALL	NOR	100	no.imputation	THL	78.9	1.2	75	85	78	76	81	77.7	80.1
ALL	NOR	200	no.imputation	THL	79.33	1.19	74	84	80	78	82	78.14	80.52
ALL	NOR	500	no.imputation	THL	80.89	1.06	76	85	82	78	83	79.83	81.95
ALL	NOR	1000	no.imputation	THL	88	0.67	84	92	88	87.25	89	87.33	88.67
ALL	NOR	2000	no.imputation	THL	91.8	0.49	89	93	92.5	90.5	93	91.31	92.29
ALL	NOR	3000	no.imputation	THL	92.7	0.52	90	95	92.5	92	93.75	92.18	93.22
ALL	NOR	4000	no.imputation	THL	94	0.56	92	97	93.5	93	95.5	93.44	94.56
ALL	NOR	5000	no.imputation	THL	94.4	0.43	93	97	94	93.25	95	93.97	94.83
ALL	NOR	6000	no.imputation	THL	95.3	0.4	94	98	95	95	95	94.9	95.7
ALL	NOR	7000	no.imputation	THL	95.7	0.62	93	99	95.5	95	96.75	95.08	96.32
ALL	NOR	8000	no.imputation	THL	95.5	0.4	94	98	95	95	96	95.1	95.9
ALL	NOR	9000	no.imputation	THL	95.8	0.42	95	99	95	95	96	95.38	96.22
ALL	NOR	10156	no.imputation	THL	96.33	0.29	95	97	97	96	97	96.04	96.62
ALL	SOU	100	no.imputation	THL	75.4	0.85	72	79	74	74	78.25	74.55	76.25
ALL	SOU	200	no.imputation	THL	78.44	1.56	71	88	78	76	80	76.88	80
ALL	SOU	500	no.imputation	THL	81.78	1.47	75	87	82	80	86	80.31	83.25
ALL	SOU	1000	no.imputation	THL	86	1.06	81	93	85.5	84	87	84.94	87.06
ALL	SOU	2000	no.imputation	THL	89.1	0.59	86	93	89	88.25	89	88.51	89.69
ALL	SOU	3000	no.imputation	THL	91.4	0.76	87	96	91	91	92.75	90.64	92.16
ALL	SOU	4000	no.imputation	THL	91.5	0.65	88	95	91.5	91	92	90.85	92.15
ALL	SOU	5000	no.imputation	THL	92.4	0.72	89	96	92.5	91.25	94	91.68	93.12
ALL	SOU	6000	no.imputation	THL	92	0.83	89	97	92	90	93.75	91.17	92.83
ALL	SOU	7000	no.imputation	THL	91.9	0.75	88	95	92.5	90.25	93	91.15	92.65
ALL	SOU	8000	no.imputation	THL	92.6	0.45	90	94	93	91.5	93.75	92.15	93.05
ALL	SOU	9000	no.imputation	THL	92.5	0.37	91	94	93	91.25	93	92.13	92.87
ALL	SOU	10156	no.imputation	THL	92.67	0.37	91	94	92	92	94	92.3	93.04
ALL	OVERALL	100	no.imputation	THL	77.15	1.75	75.4	78.9	77.15	76.28	78.03	75.4	78.9
ALL	OVERALL	200	no.imputation	THL	78.88	0.45	78.44	79.33	78.88	78.66	79.11	78.43	79.33
ALL	OVERALL	500	no.imputation	THL	81.34	0.45	80.89	81.78	81.34	81.11	81.56	80.89	81.79
ALL	OVERALL	1000	no.imputation	THL	87	1	86	88	87	86.5	87.5	86	88
ALL	OVERALL	2000	no.imputation	THL	90.45	1.35	89.1	91.8	90.45	89.77	91.12	89.1	91.8
ALL	OVERALL	3000	no.imputation	THL	92.05	0.65	91.4	92.7	92.05	91.73	92.38	91.4	92.7
ALL	OVERALL	4000	no.imputation	THL	92.75	1.25	91.5	94	92.75	92.12	93.38	91.5	94
ALL	OVERALL	5000	no.imputation	THL	93.4	1	92.4	94.4	93.4	92.9	93.9	92.4	94.4
ALL	OVERALL	6000	no.imputation	THL	93.65	1.65	92	95.3	93.65	92.83	94.47	92	95.3
ALL	OVERALL	7000	no.imputation	THL	93.8	1.9	91.9	95.7	93.8	92.85	94.75	91.9	95.7
ALL	OVERALL	8000	no.imputation	THL	94.05	1.45	92.6	95.5	94.05	93.32	94.78	92.6	95.5
ALL	OVERALL	9000	no.imputation	THL	94.15	1.65	92.5	95.8	94.15	93.33	94.97	92.5	95.8
ALL	OVERALL	10156	no.imputation	THL	94.5	1.83	92.67	96.33	94.5	93.58	95.42	92.67	96.33
