CURRENT	MARKER_NUMBER	MISSING_DATA	METHOD	MEAN	SE	MIN	MAX	MEDIAN	QUANTILE25	QUANTILE75	SE_MIN	SE_MAX	SUBSAMPLE
BOO	2000	no.imputation	THL	30.7	3.74	13	53	27	27	33	26.96	34.44	10
BOO	3000	no.imputation	THL	31.3	2.42	20	40	33	27	38.25	28.88	33.72	10
BOO	4000	no.imputation	THL	31.3	1.96	20	40	33	27	33	29.34	33.26	10
BOO	5000	no.imputation	THL	32.6	3.24	13	47	33	28.5	40	29.36	35.84	10
BOO	6000	no.imputation	THL	35.3	2.46	20	47	36.5	33	40	32.84	37.76	10
BOO	7000	no.imputation	THL	32.7	3.07	20	47	33	27	38.25	29.63	35.77	10
BOO	8000	no.imputation	THL	34.1	3.48	20	53	30	27	43.5	30.62	37.58	10
BOO	9000	no.imputation	THL	31.2	4.54	13	53	30	21.75	38.25	26.66	35.74	10
BOO	10156	no.imputation	THL	34	3.7	13	47	33	28.5	45.25	30.3	37.7	10
CCO	100	no.imputation	THL	18.7	3.72	0	40	16.5	13	27	14.98	22.42	10
CCO	200	no.imputation	THL	20	2.93	7	33	20	14.75	25.25	17.07	22.93	10
CCO	500	no.imputation	THL	23.4	2.66	7	33	27	20	27	20.74	26.06	10
CCO	1000	no.imputation	THL	28.7	3.41	20	53	27	20	31.5	25.29	32.11	10
CCO	2000	no.imputation	THL	29.4	3.73	20	53	27	20	31.5	25.67	33.13	10
CCO	3000	no.imputation	THL	28.7	1.96	20	40	27	27	33	26.74	30.66	10
CCO	4000	no.imputation	THL	30.6	2.65	20	40	33	21.75	38.25	27.95	33.25	10
CCO	5000	no.imputation	THL	33.5	2.4	27	47	30	27	40	31.1	35.9	10
CCO	6000	no.imputation	THL	30.5	2	20	40	33	28.5	33	28.5	32.5	10
CCO	7000	no.imputation	THL	33.2	1.37	27	40	33	33	33	31.83	34.57	10
CCO	8000	no.imputation	THL	35.2	1.77	27	47	33	33	38.25	33.43	36.97	10
CCO	9000	no.imputation	THL	35.9	1.81	27	47	33	33	40	34.09	37.71	10
CCO	10156	no.imputation	THL	29.3	1.4	20	33	30	27	33	27.9	30.7	10
RHO	100	no.imputation	THL	10.7	1.99	0	20	10	7	13	8.71	12.69	10
RHO	200	no.imputation	THL	9.4	1.73	0	20	7	7	13	7.67	11.13	10
RHO	500	no.imputation	THL	21.2	4.16	0	40	20	13	33	17.04	25.36	10
RHO	1000	no.imputation	THL	22.7	2.3	13	40	20	20	25.25	20.4	25	10
RHO	2000	no.imputation	THL	22.7	3	7	40	20	20	27	19.7	25.7	10
RHO	3000	no.imputation	THL	24.7	3.13	7	40	27	20	31.5	21.57	27.83	10
RHO	4000	no.imputation	THL	20	2.44	7	33	20	14.75	25.25	17.56	22.44	10
RHO	5000	no.imputation	THL	25.9	3.76	0	40	30	21.75	33	22.14	29.66	10
RHO	6000	no.imputation	THL	25.6	3.29	7	47	27	27	27	22.31	28.89	10
RHO	7000	no.imputation	THL	28.1	3.6	13	47	27	21.75	36.75	24.5	31.7	10
RHO	8000	no.imputation	THL	28	2.97	13	40	27	27	33	25.03	30.97	10
RHO	9000	no.imputation	THL	28.7	2.64	13	40	27	27	33	26.06	31.34	10
RHO	10156	no.imputation	THL	31.4	2.82	20	47	30	27	38.25	28.58	34.22	10
OVERALL	100	no.imputation	THL	14.88	1.99	7.5	32.1	13.3	11	16.7	12.89	16.87	10
OVERALL	200	no.imputation	THL	16.3	2.27	6	32	14.7	11.65	20.6	14.03	18.57	10
OVERALL	500	no.imputation	THL	20.71	2.37	10	35.5	20.7	14.95	25	18.34	23.08	10
OVERALL	1000	no.imputation	THL	21.43	3.04	6.1	42.2	19.3	14.05	27.7	18.39	24.47	10
OVERALL	2000	no.imputation	THL	21.95	3.11	6.6	40.8	22.6	16	29.7	18.84	25.06	10
OVERALL	3000	no.imputation	THL	22.34	2.66	8	33.9	21.3	17.9	30	19.68	25	10
OVERALL	4000	no.imputation	THL	23.67	3.23	9.3	45.4	21.4	17.55	30.95	20.44	26.9	10
OVERALL	5000	no.imputation	THL	24.39	3.17	8.7	40.6	25.9	17.25	33.05	21.22	27.56	10
OVERALL	6000	no.imputation	THL	24.78	3.06	10	44.1	25.6	17.9	30.5	21.72	27.84	10
OVERALL	7000	no.imputation	THL	25.59	3.22	9.5	47.9	24.1	20.65	31.05	22.37	28.81	10
OVERALL	8000	no.imputation	THL	26.15	3.31	10.9	48	25.3	20	33.1	22.84	29.46	10
OVERALL	9000	no.imputation	THL	26.45	3.51	10.7	51.4	25.2	19.95	32.25	22.94	29.96	10
OVERALL	10156	no.imputation	THL	26.45	3.32	12.7	52.1	26.8	17.95	30.45	23.13	29.77	10
